File,Leda_ud,Leda_ur,Leda_pairwise_ud,Leda_pairwise_ur,Leda_balaban_ud,Leda_balaban_ur,Leda_trivial_ud,Leda_trivial_ur
/data/csv_files/10500-10466-10500-10474-10467_star_intersections_10_3500.csv,5136384,6778880,1351680,3244032,1892352,2703360,270336,811008
/data/csv_files/92660-92660-92660-92660-92660_clustered_xl_5.csv,32866304,49315840,13516800,30007296,1081344,1351680,270336,540672
/data/csv_files/115125-115125-115125-115125-115125_random_s_1000.csv,39247872,59633664,16490496,37036032,540672,540672,0,0
/data/csv_files/2000000-106098-2000000-1461149-126885_star_intersections_7_m_2000.csv,11096064,335024128,1351680,156524544,811008,1081344,270336,540672
/data/csv_files/1750-1743-1750-1743-1743_star_intersections_9_3500.csv,2437120,2703360,270336,540672,1892352,2703360,270336,811008
/data/csv_files/0-0-0-0-0_parallel_and_collinear_13.csv,2396160,2453504,0,0,1724416,0,0,0
/data/csv_files/0-0-0-0-0_parallel_and_collinear_1.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/2214179-2214179-2214179-2214179-2214179_star_intersections_6_l_3000.csv,812339200,1194348544,321429504,716120064,1351680,2162688,270336,540672
/data/csv_files/2500-2493-2500-2494-2493_star_intersections_9_5000.csv,3399680,3784704,540672,811008,2539520,3784704,540672,1081344
/data/csv_files/0-0-0-0-0_accuracy_2.csv,Error,2453504,0,0,1724416,0,0,0
/data/csv_files/555-555-555-555-555_rounding_s_1000.csv,Error,540672,0,0,540672,540672,0,0
/data/csv_files/11589358-26666-12497500-2501-2501_star_intersections_4_s_5000.csv,2195456,2322432,0,0,1892352,2973696,540672,1351680
/data/csv_files/11609287-26363-12497500-2501-2501_star_intersections_4_m_5000.csv,2195456,2113536,0,0,1892352,2973696,540672,1351680
/data/csv_files/4500000-197926-4500000-3325808-248674_star_intersections_7_l_3000.csv,23166976,810307584,2162688,357924864,1159168,1671168,270336,540672
/data/csv_files/2-2-2-2-2_parallel_and_collinear_5.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/7416835-19021-7998000-2001-2001_star_intersections_4_s_4000.csv,1744896,1658880,0,0,1622016,2211840,540672,811008
/data/csv_files/4500000-196292-4500000-3323410-236614_star_intersections_7_m_3000.csv,19484672,760524800,2162688,357113856,1159168,1626112,270336,811008
/data/csv_files/12500000-435305-12500000-9168192-530025_star_intersections_7_s_5000.csv,Error,2127785984,4595712,985915392,1892352,2801664,540672,1081344
/data/csv_files/2778-2778-2778-2778-2778_rounding_m_5000.csv,Error,2617344,540672,0,2465792,3784704,540672,1081344
/data/csv_files/500000-37977-500000-365559-46195_star_intersections_7_s_1000.csv,Error,83644416,540672,38928384,270336,540672,0,0
/data/csv_files/0-0-0-0-0_parallel_and_collinear_6.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/2222-2222-2222-2222-2222_rounding_m_4000.csv,Error,1957888,270336,0,2162688,2973696,540672,811008
/data/csv_files/7500-7440-7500-7458-7444_star_intersections_10_2500.csv,3584000,4866048,1081344,2162688,1351680,1892352,540672,540672
/data/csv_files/0-0-0-0-0_multi_axis_1.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/4173105-12497-4498500-1501-1501_star_intersections_4_s_3000.csv,1351680,1232896,0,0,1081344,1892352,270336,811008
/data/csv_files/2-2-2-2-2_parallel_and_collinear_3.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/9000-8966-9000-8973-8961_star_intersections_10_3000.csv,4354048,5967872,1081344,2703360,1351680,2433024,270336,811008
/data/csv_files/1857478-6799-1999000-1001-1001_star_intersections_4_m_2000.csv,1081344,811008,0,0,811008,1081344,270336,540672
/data/csv_files/1-1-1-1-1_length_0_3.csv,2334720,2453504,0,0,0,0,0,0
/data/csv_files/2985982-2985982-2985982-2985982-2985982_random_m_5000.csv,1023004672,1555152896,433889280,965640192,2490368,3792896,540672,1351680
/data/csv_files/117662-117662-117662-117662-117662_clustered_m_1.csv,39972864,60997632,17031168,37847040,540672,540672,0,0
/data/csv_files/3-2-3-2-2_parallel_and_collinear_11.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/2250-2241-2250-2241-2241_star_intersections_9_4500.csv,3067904,3555328,270336,811008,2490368,3514368,540672,1081344
/data/csv_files/1-1-1-1-1_multi_axis_6.csv,2334720,2453504,0,0,1724416,0,0,0
/data/csv_files/764463-764463-764463-764463-764463_clustered_xxxxxxxl_5.csv,263090176,399511552,111108096,247357440,2473984,3620864,540672,1081344
/data/csv_files/116711-116711-116711-116711-116711_random_m_1000.csv,39665664,60526592,16760832,37576704,540672,540672,0,0
/data/csv_files/21000-20986-21000-20987-20984_star_intersections_10_7000.csv,10166272,13393920,3244032,6488064,3547136,5136384,811008,1622016
/data/csv_files/22500-22461-22500-22470-22462_star_intersections_10_7500.csv,10780672,14655488,3244032,7028736,3866624,5844992,811008,1892352
/data/csv_files/84947-84947-84947-84947-84947_clustered_xl_10.csv,30523392,45600768,12435456,27303936,1081344,1351680,270336,540672
/data/csv_files/139488-139488-139488-139488-139488_clustered_xxxl_10.csv,51638272,75788288,20004864,45146112,1351680,2162688,270336,811008
/data/csv_files/3500-3493-3500-3494-3493_star_intersections_9_7000.csv,4759552,5283840,540672,1081344,3547136,5136384,811008,1622016
/data/csv_files/2000000-122072-2000000-1500272-148870_star_intersections_8_m_2000.csv,11382784,369221632,1622016,162881536,811008,1081344,270336,540672
